Calibration Results
Timestamp,2025-11-18T11:29:59.304271
Target X,0.2
Target Y,-0.1
Target Z,-0.1
Home X,0.2
Home Y,0.0
Home Z,0.1
Iterations,2

TARGET POSITION MEASUREMENTS
Iteration,Move Success,Pose Success,Actual X,Actual Y,Actual Z,Error X,Error Y,Error Z,Euclidean Error
1,True,True,0.2201939970254898,-0.10047300159931183,-0.1211019977927208,-0.020193997025489796,0.00047300159931182306,0.02110199779272079,0.029211565470245435
2,True,True,0.21926100552082062,-0.09970100224018097,-0.12200500071048737,-0.019261005520820607,-0.0002989977598190363,0.02200500071048736,0.029245440492528196

HOME POSITION MEASUREMENTS
Iteration,Move Success,Pose Success,Actual X,Actual Y,Actual Z,Error X,Error Y,Error Z,Euclidean Error
1,True,True,0.22007200121879578,0.0002280000044265762,0.07861600071191788,-0.020072001218795765,-0.0002280000044265762,0.02138399928808213,0.02932938189737476
2,True,True,0.21970300376415253,-0.00010399999882793054,0.07767300307750702,-0.019703003764152516,0.00010399999882793054,0.022326996922492987,0.02977774277723172

STATISTICS

TARGET POSITION STATISTICS
Metric,Mean,Std Dev,Min,Max,RMS
ERROR_X,-0.0197275012731552,0.0004664957523345947,-0.020193997025489796,-0.019261005520820607,0.01973301610928462
ERROR_Y,8.700191974639337e-05,0.0003859996795654297,-0.0002989977598190363,0.00047300159931182306,0.00039568306340323977
ERROR_Z,0.021553499251604075,0.0004515014588832855,0.02110199779272079,0.02200500071048736,0.02155822774618246
EUCLIDEAN_ERROR,0.029228502981386816,1.6937511141380812e-05,0.029211565470245435,0.029245440492528196,0.029228507888912524

HOME POSITION STATISTICS
Metric,Mean,Std Dev,Min,Max,RMS
ERROR_X,-0.01988750249147414,0.00018449872732162476,-0.020072001218795765,-0.019703003764152516,0.019888358281385958
ERROR_Y,-6.200000279932283e-05,0.00016600000162725337,-0.0002280000044265762,0.00010399999882793054,0.00017720045397053632
ERROR_Z,0.021855498105287557,0.0004714988172054291,0.02138399928808213,0.022326996922492987,0.021860583445206905
EUCLIDEAN_ERROR,0.02955356233730324,0.00022418043992847997,0.02932938189737476,0.02977774277723172,0.029554412592614914
